,Question,reponse,type
71,انا اجتزت امتحان تحليل النفسي للدخول الا الشرطة حيث قالت لي الطبيبة النفسية كم عدد اصدقائك و كذا هل عندك حبيبة وهل اخبرتها ، ماذا تقصد من الاسئلة,مجرد اسئلة روتينيه لمعرفة حياتك الاجتماعية والعاطفية,علم النفس
72,"ثقتي بنفسي معدومة ماحب نفسي مااحب الناس مارتاح مع احد
واذا جلست مع الناس اكون يابسه صنم ماتحرك كثير مع انه مع امي وابوي واخواني عادية جدا واذا اخد صرخ علي او عصب او اطلب شي قلبي يقعد ينبض بسرعه وارجف وابكي اشلحل مع نفسي حاولت اقوي شخصيتي وماقدر",انتي تحتاجي للمتابعه مع معالج نفسي,علم النفس
73,أختي عمرها 9 سنوات تقوم بتصرفات و اسئلة غبية و كثيرة كي تلفت لها الانتباه و تكون ردود فعلنا غير جيدة و هي تفعل هذا ﻻن اختي الثانية الاصغر منها تقوم بتصرفات ذكية و تلفت نظرنا كيف اتصرف ؟,هي تحتاج لبعض الاهتمام والدعم من الاهل والاصدقاء,علم النفس
74,ماذا افعل اذا استمر والديني بالدفاع عن اختي في كل مره وللعلم نحن خمسه أبناء. بالرغم من ان الخطأ منها ويعلم والديني بذالك. حتى أصبحنا منقطعين عنها وتجاهلناها لمده سنه تقريبا وفي كل مره احاول التصالح معها في اليوم الثاني تعود لتصرفاتها متعمده ايدائي,هل تم عرضها علي معالج نفسي وهل يعلم والديك بذلك,علم النفس
75,كيف يمكننى علاج القلق والسواس القهري في بدايتة حيث اصبحت احس بشعور مزعج من تصرفاتي بسببة وارجو بدون علاج كميائي لدي شعور دائم اني سوف اخطا واسبب اذي لاحد او لنفسي واثر علي حتي اني اتاكد 20 مرة من كل شي اعملة في العمل في المنزل في كل شيئ لا اعيش,العلاج السلوكي وتمرينات عديدة للتخلص من القلق اكفء الطرق للعلاج بدون اي علاج كيميائي ...عن طريق المتابعة مع اخصائي نفسي,علم النفس
76,"ابني المراهق تغير سلوكه كثيرا وأصبح بعد التفوق كسول دون مبالاه , ولا يحترمني ابدا وانا مقابل ذلك افقد اعصابي وفعلا في ساعات الغضب ادعو عليه وبعدها اندم. واخاف عليه. هل سلوكه طبيعي وهل سيتغير ؟",يجب المتابعه مع اخصائي نفسي لمعرفة اسباب تغير سلوكة ومعالجة هذا السلوك,علم النفس
77,"الارق في الليل و الصحوه بعد وقت كثير رغم الارهاق
ما هذا ؟!! و ما علاجه ؟؟!!
سن الشخص : 53",هل تاخذ اي ادوية نفسية او ادوية منشطة,علم النفس
78,"انا اناني واعيش في غربة واعمل حوالي 12 ساعة وابكي طوال اليوم , ماذا افعل ؟",الاعراض التي تشكو منها تشير الى اضطراب المزاج الكابي وتحتاج الى مراجعة طبيب نفسي للتعرف على سيرتك المرضية وحالتك النفسية وشخصيتك بشكل شامل ثم يتم وضع الخطة العلاجية ولعملك لمدة 12 ساعة دور كبير في الحالة وحكمك على نفسك والناس امر مغلوط بسب حالتك ونظرتك النفسية الخاطئة بالتعميم ايضا فنت تشعر بالدونية بسبب ذلك ومارس امور ترفع مزاجك كالصلوات والاستماع للموسيقى والرياضة وروج عن نفسك بالرحلات ومعاشرة الناس وابتعد عن العزلة,علم النفس
79,عمري 18 سنة من انا وصف الاول متوسط وخصوصا بعد مابلغت اتاتني افكار وهمية وخيالية مثل ان البناية ستقع او اشياء مسستحيلة تحدث والان اشكو من الدوخة في المشي,اختي الكريمة ان نمط الافكار والتخيلات التي تنتابك من اعراض القلق النفسي وهو انواع اما الشعور بالدوخة اثناء الحركة فيجب اسثناء اسباب عضوية مثل فقر الدم ونقص فيتامين ب12 والتهابات الاذن الوسطى وغيرها لذلك من اجل الوقوف الدقيق الواسع على وضعك انصحك بمراجعة طبيب نفسي,علم النفس
80,انا عمري 17 سنة اعاني من صعوبة النطق التٲتٲة ولكن الحمد لله على كل حال كيف اعالجها وشكرا..,صعوبة النطق تعود ىلاسباب عضوية ونفسية فيجب ان تراجع طبيب نفسي للتعرف على حالتك ان كانت بسبب عضوي مثل اللسان المربوط او خلل في الفكين او اصابات دماغية اونتيجة القلق والرهاب وتدني المعنويات والثقة بالنفس والضغوطات العالية من قبل الاهل والاحداث السابقة في حياتك,علم النفس
81,حبيبتي تقول أني لا أفهمها وهي تريد شخص يعرف رغباتها من خلال تصرفاتها ، كيف أتعامل معها ؟,علاقة الحب علاقة متابدلة مشتركة تلقائية لا تحتاج الىتشريط او الامتحان يبدوا ان حبيبتك لدي امر معين اجلس معها وتصارح بالحوار لعلها تستجيب وتفصح عن معاناتها,علم النفس
82,انا ذكر عمري 15 اشكو من الشذوذ الجنسي واحب ممارسة الجنس مع من هم في عمري واريد ان اتوب الى الله وابحث عن حلول فارجو المساعدة ؟,من الامور الايجابية ان لديك رغبة في الاقلاع عن الشذوذ الجنسي خاصة وانت في بداية سن البلوغ ولكي تستطيع الاقلاع عليك بالبعد عنى المثيرات الجنسية وممارسةة هوايات مفيدة ومنها الرياضة والصلوات والقراءة ومراجعة طبيب نفسي و معالج سلوكي,علم النفس
83,"اعانى على مدار حياتى بالعديد والعديد من الصدمات النفسية وكنت دائما اواجها بالكبت وعدم التفوه بأى منها لاحد وذلك لاننى انطوائية ولا استطيع الاندماج او التكيف مع الناس بشكل عام مما تسبب لى فى الاصابة بالعديد من المتاعب النفسية
هل تنصحوني بالذهاب و مراجعة طبيب نفسى",عزيزتي يبدو انك تعانين من اضطراب مزاج ا كتئابي لانك تعانين من اجترار ذكريات الماضي المؤلم وهو امر لا ارادي بسبب المزاج المضطرب كذلك الشعور بدنو الذات وتدني الثقة بالنفس والشعور بالضعف الشديد وللوقوف على تشخيص حالتك بدقة راجعي طبيب نفسي كي يساعدك في العلاج وابعاد هذه الافكار والاحاسيس السلبية وسيعود مزاجك مريحا مع ممارسة الرياضة والقراءة والصلوات والاستماع للموسيقى الهادئة والبعد عن التدخين والكفائين الموجود في القهوة والنسكافيه والكولا والبيبسي,علم النفس
